city;state_id;state_name;county_name;lat;lng
New Port Richey East;FL;Florida;Pasco;28,2605;-82,6931
Pontiac;IL;Illinois;Livingston;40,8894;-88,6409
Fort Campbell North;KY;Kentucky;Christian;36,6631;-87,4764
Leon Valley;TX;Texas;Bexar;29,4954;-98,6143
North Valley;NM;New Mexico;Bernalillo;35,1736;-106,6231
Farmington;MI;Michigan;Oakland;42,4614;-83,3784
Kings Mountain;NC;North Carolina;Cleveland;35,2349;-81,3501
Citrus Springs;FL;Florida;Citrus;28,9931;-82,4594
Gloucester City;NJ;New Jersey;Camden;39,8924;-75,1172
Oak Hills;OR;Oregon;Washington;45,5405;-122,8413
Schiller Park;IL;Illinois;Cook;41,9586;-87,8693
Half Moon Bay;CA;California;San Mateo;37,4685;-122,4382
Moss Bluff;LA;Louisiana;Calcasieu;30,3039;-93,2051
Lovington;NM;New Mexico;Lea;32,9128;-103,3276
Mack;OH;Ohio;Hamilton;39,1492;-84,6794
Ridgefield;NJ;New Jersey;Bergen;40,8313;-74,0147
Woodbury;NY;New York;Orange;41,3284;-74,1004
Markham;IL;Illinois;Cook;41,6;-87,6904
Home Gardens;CA;California;Riverside;33,8783;-117,5116
Winton;CA;California;Merced;37,3854;-120,6173
Tucson Mountains;AZ;Arizona;Pima;32,2822;-111,0773
Belgrade;MT;Montana;Gallatin;45,7789;-111,1736
Lahaina;HI;Hawaii;Maui;20,8848;-156,6618
Platteville;WI;Wisconsin;Grant;42,728;-90,4681
Port Lavaca;TX;Texas;Calhoun;28,6181;-96,6278
Elk City;OK;Oklahoma;Beckham;35,3862;-99,4301
Wilton Manors;FL;Florida;Broward;26,1593;-80,1395
Muscoy;CA;California;San Bernardino;34,1552;-117,3477
East Glenville;NY;New York;Schenectady;42,8648;-73,9256
Dobbs Ferry;NY;New York;Westchester;41,0127;-73,8697
Suffern;NY;New York;Rockland;41,1138;-74,1422
Grosse Pointe Park;MI;Michigan;Wayne;42,3794;-82,9287
East Grand Rapids;MI;Michigan;Kent;42,9464;-85,6088
Spencer;IA;Iowa;Clay;43,1468;-95,1534
La Homa;TX;Texas;Hidalgo;26,2796;-98,3575
Batesville;AR;Arkansas;Independence;35,7687;-91,6227
Oregon;WI;Wisconsin;Dane;42,9253;-89,3892
Bridgeton;MO;Missouri;St. Louis;38,7673;-90,4275
Okmulgee;OK;Oklahoma;Okmulgee;35,6134;-96,0068
Waihee-Waiehu;HI;Hawaii;Maui;20,9188;-156,5063
Rancho Mission Viejo;CA;California;Orange;33,514;-117,5618
Cocoa Beach;FL;Florida;Brevard;28,3327;-80,6274
Fulton;NY;New York;Oswego;43,3171;-76,4167
Roessleville;NY;New York;Albany;42,6969;-73,7964
Mitchellville;MD;Maryland;Prince George's;38,9358;-76,8146
Elon;NC;North Carolina;Alamance;36,1016;-79,5086
Powdersville;SC;South Carolina;Anderson;34,7826;-82,4959
Clawson;MI;Michigan;Oakland;42,5367;-83,1504
Snyder;TX;Texas;Scurry;32,7133;-100,9116
Fountain Inn;SC;South Carolina;Greenville;34,6989;-82,2005
Selma;TX;Texas;Bexar;29,5866;-98,3132
Ravenna;OH;Ohio;Portage;41,1612;-81,2422
Anderson;CA;California;Shasta;40,4497;-122,295
Whitestown;IN;Indiana;Boone;39,9706;-86,3612
Storm Lake;IA;Iowa;Buena Vista;42,6431;-95,196
Healdsburg;CA;California;Sonoma;38,6224;-122,8651
Triangle;VA;Virginia;Prince William;38,5483;-77,3195
Newport East;RI;Rhode Island;Newport;41,5159;-71,2878
Ocean City;NJ;New Jersey;Cape May;39,2681;-74,602
Fredericksburg;TX;Texas;Gillespie;30,266;-98,8751
Satellite Beach;FL;Florida;Brevard;28,1782;-80,6019
Waupun;WI;Wisconsin;Dodge;43,6314;-88,7381
Lansing;KS;Kansas;Leavenworth;39,2428;-94,8972
North Logan;UT;Utah;Cache;41,7759;-111,8066
Two Rivers;WI;Wisconsin;Manitowoc;44,1565;-87,5824
Cold Springs;NV;Nevada;Washoe;39,6927;-119,9775
Westwood;NJ;New Jersey;Bergen;40,9878;-74,0308
Bayou Blue;LA;Louisiana;Lafourche;29,6341;-90,6733
Forestville;OH;Ohio;Hamilton;39,0711;-84,3389
Morgan City;LA;Louisiana;St. Mary;29,7041;-91,192
Brooklyn;OH;Ohio;Cuyahoga;41,4349;-81,7497
Lowes Island;VA;Virginia;Loudoun;39,0471;-77,3524
Waipio;HI;Hawaii;Honolulu;21,4143;-157,9966
Petal;MS;Mississippi;Forrest;31,3477;-89,2359
Prineville;OR;Oregon;Crook;44,2985;-120,8607
Grand Rapids;MN;Minnesota;Itasca;47,238;-93,5327
Collegedale;TN;Tennessee;Hamilton;35,0526;-85,0488
North Branch;MN;Minnesota;Chisago;45,5137;-92,9601
Monmouth;OR;Oregon;Polk;44,8505;-123,2284
Timberlane;LA;Louisiana;Jefferson;29,8781;-90,0303
Hormigueros;PR;Puerto Rico;Hormigueros;18,1437;-67,1199
Stansbury Park;UT;Utah;Tooele;40,6356;-112,3054
Wanaque;NJ;New Jersey;Passaic;41,044;-74,29
Gloucester Point;VA;Virginia;Gloucester;37,2767;-76,5043
Urbana;OH;Ohio;Champaign;40,1085;-83,7541
North Lindenhurst;NY;New York;Suffolk;40,7072;-73,3859
Rincon;GA;Georgia;Effingham;32,2947;-81,2353
Taylorville;IL;Illinois;Christian;39,5328;-89,2804
Progress;PA;Pennsylvania;Dauphin;40,2901;-76,8394
Elwood;NY;New York;Suffolk;40,8462;-73,3389
Travilah;MD;Maryland;Montgomery;39,057;-77,247
Hillsborough;CA;California;San Mateo;37,5572;-122,3586
Burr Ridge;IL;Illinois;DuPage;41,7485;-87,92
Haysville;KS;Kansas;Sedgwick;37,5648;-97,3527
Millington;TN;Tennessee;Shelby;35,335;-89,8991
Del Aire;CA;California;Los Angeles;33,9167;-118,3693
Union Park;FL;Florida;Orange;28,5657;-81,2355
Canyon Lake;CA;California;Riverside;33,6885;-117,2621
Pleasant View;UT;Utah;Weber;41,3249;-112,0011
Birch Bay;WA;Washington;Whatcom;48,9243;-122,7519
Wyomissing;PA;Pennsylvania;Berks;40,3317;-75,9703
Abbeville;LA;Louisiana;Vermilion;29,9751;-92,1265
Middle Island;NY;New York;Suffolk;40,8857;-72,9454
Sturgis;MI;Michigan;St. Joseph;41,7991;-85,4184
Spout Springs;NC;North Carolina;Harnett;35,2724;-79,0331
Great Neck;NY;New York;Nassau;40,8029;-73,7333
Lansdowne;PA;Pennsylvania;Delaware;39,9408;-75,276
Fairview Shores;FL;Florida;Orange;28,6021;-81,3958
Columbia;IL;Illinois;Monroe;38,4581;-90,2156
Marinette;WI;Wisconsin;Marinette;45,0871;-87,6336
Coshocton;OH;Ohio;Coshocton;40,2618;-81,848
Waterloo;IL;Illinois;Monroe;38,3403;-90,1538
Lake Grove;NY;New York;Suffolk;40,8586;-73,1168
Danville;IN;Indiana;Hendricks;39,7584;-86,5019
Barrington;IL;Illinois;Cook;42,1515;-88,1281
Belle Chasse;LA;Louisiana;Plaquemines;29,8558;-90,0045
Waynesboro;PA;Pennsylvania;Franklin;39,7524;-77,5822
Grandview;WA;Washington;Yakima;46,2443;-119,9092
Union City;TN;Tennessee;Obion;36,4267;-89,0474
Merriam;KS;Kansas;Johnson;39,0186;-94,6933
Monument;CO;Colorado;El Paso;39,0736;-104,8467
Summerfield;NC;North Carolina;Guilford;36,1973;-79,8997
Iowa Colony;TX;Texas;Brazoria;29,4407;-95,4206
Holmen;WI;Wisconsin;La Crosse;43,9706;-91,2654
Greentree;NJ;New Jersey;Camden;39,8989;-74,9613
Shiloh;PA;Pennsylvania;York;39,9732;-76,792
Guthrie;OK;Oklahoma;Logan;35,8424;-97,4366
Burlington;WI;Wisconsin;Racine;42,6744;-88,2721
Sierra Madre;CA;California;Los Angeles;34,1687;-118,0504
Heartland;TX;Texas;Kaufman;32,6748;-96,4515
Celina;OH;Ohio;Mercer;40,555;-84,5626
Piedmont;CA;California;Alameda;37,8225;-122,2301
Burkburnett;TX;Texas;Wichita;34,0746;-98,5672
Cherry Creek;CO;Colorado;Arapahoe;39,6094;-104,8645
Franklin Lakes;NJ;New Jersey;Bergen;41,0086;-74,2083
Pompton Lakes;NJ;New Jersey;Passaic;41,0024;-74,2859
Sun Village;CA;California;Los Angeles;34,5596;-117,9558
Beachwood;NJ;New Jersey;Ocean;39,9286;-74,2022
North Bellport;NY;New York;Suffolk;40,7868;-72,9457
Brandon;SD;South Dakota;Minnehaha;43,5928;-96,5799
Bolivar;MO;Missouri;Polk;37,6059;-93,4175
Elgin;TX;Texas;Bastrop;30,3526;-97,3883
Brandywine;MD;Maryland;Prince George's;38,6963;-76,8846
Huntertown;IN;Indiana;Allen;41,2185;-85,1705
Springdale;OH;Ohio;Hamilton;39,2909;-84,476
Halfway;MD;Maryland;Washington;39,6162;-77,7703
Magnolia;AR;Arkansas;Columbia;33,2775;-93,2261
Victoria;MN;Minnesota;Carver;44,8634;-93,6585
Quartz Hill;CA;California;Los Angeles;34,6527;-118,2163
Lovejoy;GA;Georgia;Clayton;33,4426;-84,3177
Grand Haven;MI;Michigan;Ottawa;43,0553;-86,2201
Clayton;CA;California;Contra Costa;37,9404;-121,9301
Terryville;NY;New York;Suffolk;40,9093;-73,0486
Port Salerno;FL;Florida;Martin;27,1461;-80,1894
Lyndon;KY;Kentucky;Jefferson;38,2645;-85,5891
Red Bank;SC;South Carolina;Lexington;33,9309;-81,2322
Little Ferry;NJ;New Jersey;Bergen;40,8464;-74,0388
Malvern;AR;Arkansas;Hot Spring;34,3734;-92,8205
Totowa;NJ;New Jersey;Passaic;40,9039;-74,2214
White City;OR;Oregon;Jackson;42,4316;-122,8322
Lowell;IN;Indiana;Lake;41,2917;-87,4195
Fife;WA;Washington;Pierce;47,2329;-122,3518
Lincoln Park;NJ;New Jersey;Morris;40,9239;-74,3035
Summit;IL;Illinois;Cook;41,7877;-87,8146
Troy;IL;Illinois;Madison;38,7268;-89,8977
Damascus;OR;Oregon;Clackamas;45,4233;-122,4436
Kapaa;HI;Hawaii;Kauai;22,091;-159,3521
Tremonton;UT;Utah;Box Elder;41,7187;-112,189
Carencro;LA;Louisiana;Lafayette;30,3126;-92,0388
Roscoe;IL;Illinois;Winnebago;42,4256;-89,0084
Timonium;MD;Maryland;Baltimore;39,4459;-76,6032
Bedford Heights;OH;Ohio;Cuyahoga;41,4041;-81,5053
Hudson;FL;Florida;Pasco;28,3595;-82,6894
Fox Lake;IL;Illinois;Lake;42,4239;-88,1844
Sugarmill Woods;FL;Florida;Citrus;28,7299;-82,501
Manville;NJ;New Jersey;Somerset;40,542;-74,5892
Martin;TN;Tennessee;Weakley;36,3385;-88,8513
Canton;MS;Mississippi;Madison;32,5975;-90,0317
Oak Ridge;NJ;New Jersey;Morris;41,0323;-74,4971
Maltby;WA;Washington;Snohomish;47,8027;-122,1044
Cleveland;MS;Mississippi;Bolivar;33,744;-90,7285
Pleasanton;TX;Texas;Atascosa;28,9642;-98,4957
DeForest;WI;Wisconsin;Dane;43,2301;-89,3431
Boaz;AL;Alabama;Marshall;34,1985;-86,1529
McKee City;NJ;New Jersey;Atlantic;39,4465;-74,6445
Forestville;MD;Maryland;Prince George's;38,8518;-76,8708
Berkley;CO;Colorado;Adams;39,8045;-105,0281
Peru;IN;Indiana;Miami;40,7593;-86,0756
Lake Monticello;VA;Virginia;Fluvanna;37,921;-78,3295
Garden City;SC;South Carolina;Horry;33,5926;-79,0071
Montgomery;OH;Ohio;Hamilton;39,2496;-84,3458
De Witt;NY;New York;Onondaga;43,03;-76,0819
Citrus;CA;California;Los Angeles;34,116;-117,8891
Riverton;WY;Wyoming;Fremont;43,0421;-108,4144
West Vero Corridor;FL;Florida;Indian River;27,6363;-80,4844
Pleasant Hill;IA;Iowa;Polk;41,5867;-93,4953
Atchison;KS;Kansas;Atchison;39,5625;-95,1367
Bithlo;FL;Florida;Orange;28,5644;-81,1073
Myers Corner;NY;New York;Dutchess;41,5864;-73,8793
Shiloh;OH;Ohio;Montgomery;39,8159;-84,2317
Russellville;AL;Alabama;Franklin;34,5055;-87,7283
Mount Kisco;NY;New York;Westchester;41,2016;-73,7281
Pineville;NC;North Carolina;Mecklenburg;35,0864;-80,8915
Westwood Lakes;FL;Florida;Miami-Dade;25,7237;-80,3717
Pompton Plains;NJ;New Jersey;Morris;40,9679;-74,3075
Airway Heights;WA;Washington;Spokane;47,6459;-117,5792
Kendall Park;NJ;New Jersey;Middlesex;40,4135;-74,5631
Vidalia;GA;Georgia;Toombs;32,2125;-82,4019
Pine Hill;NJ;New Jersey;Camden;39,7879;-74,9857
Manatí;PR;Puerto Rico;Manatí;18,4283;-66,4823
Jackson;WY;Wyoming;Teton;43,472;-110,7746
Lake Arrowhead;CA;California;San Bernardino;34,2531;-117,1944
Northbrook;OH;Ohio;Hamilton;39,2467;-84,5796
Doraville;GA;Georgia;DeKalb;33,9073;-84,2711
Newberry;SC;South Carolina;Newberry;34,2813;-81,601
The Hills;NJ;New Jersey;Somerset;40,6561;-74,6215
Worth;IL;Illinois;Cook;41,6877;-87,7916
Placerville;CA;California;El Dorado;38,7308;-120,7979
Scenic Oaks;TX;Texas;Bexar;29,7038;-98,6712
Saks;AL;Alabama;Calhoun;33,7118;-85,8536
Sonoma;CA;California;Sonoma;38,2902;-122,4598
Campton Hills;IL;Illinois;Kane;41,9498;-88,4166
Essex Junction;VT;Vermont;Chittenden;44,4902;-73,1141
Pebble Creek;FL;Florida;Hillsborough;28,1583;-82,3411
Morro Bay;CA;California;San Luis Obispo;35,3682;-120,8482
Van Wert;OH;Ohio;Van Wert;40,8651;-84,5879
Gages Lake;IL;Illinois;Lake;42,3519;-87,9828
Tarboro;NC;North Carolina;Edgecombe;35,9046;-77,5563
Fuller Heights;FL;Florida;Polk;27,9227;-81,9978
Kearney;MO;Missouri;Clay;39,355;-94,3599
Felida;WA;Washington;Clark;45,7138;-122,7103
Lexington;NE;Nebraska;Dawson;40,7779;-99,7461
Soquel;CA;California;Santa Cruz;36,9978;-121,9483
Broomall;PA;Pennsylvania;Delaware;39,9688;-75,354
Lenoir City;TN;Tennessee;Loudon;35,8111;-84,2818
Calimesa;CA;California;Riverside;33,9874;-117,0542
Lake Barcroft;VA;Virginia;Fairfax;38,8514;-77,1579
Yorkshire;VA;Virginia;Prince William;38,7882;-77,4496
Richmond Heights;OH;Ohio;Cuyahoga;41,5589;-81,5029
Pine Ridge;FL;Florida;Citrus;28,933;-82,4761
Sumner;WA;Washington;Pierce;47,2189;-122,2338
Corozal;PR;Puerto Rico;Corozal;18,341;-66,3124
Corning;NY;New York;Steuben;42,147;-77,0561
Darby;PA;Pennsylvania;Delaware;39,921;-75,261
West Haverstraw;NY;New York;Rockland;41,2063;-73,9884
Clute;TX;Texas;Brazoria;29,0256;-95,3975
Isabela;PR;Puerto Rico;Isabela;18,4991;-67,022
Freeport;TX;Texas;Brazoria;28,9453;-95,3601
Alachua;FL;Florida;Alachua;29,7779;-82,4832
St. Albans;WV;West Virginia;Kanawha;38,3769;-81,8198
Mount Vista;WA;Washington;Clark;45,7373;-122,6316
Potomac Park;CA;California;Kern;35,3636;-118,965
Munhall;PA;Pennsylvania;Allegheny;40,3935;-79,9005
Mount Airy;NC;North Carolina;Surry;36,5083;-80,6155
Fair Oaks Ranch;TX;Texas;Bexar;29,7467;-98,6376
Cottage Grove;OR;Oregon;Lane;43,796;-123,0573
Fairview;OR;Oregon;Multnomah;45,5469;-122,439
Memphis;FL;Florida;Manatee;27,5435;-82,5608
Chalco;NE;Nebraska;Sarpy;41,1817;-96,1353
Pella;IA;Iowa;Marion;41,4052;-92,9189
Winterville;NC;North Carolina;Pitt;35,5291;-77,4
Santa Clara;OR;Oregon;Lane;44,1154;-123,1344
Crestwood;IL;Illinois;Cook;41,6454;-87,7397
Shelton;WA;Washington;Mason;47,2186;-123,1121
Yelm;WA;Washington;Thurston;46,9398;-122,6262
Waggaman;LA;Louisiana;Jefferson;29,9373;-90,2354
Bel Air;MD;Maryland;Harford;39,5348;-76,346
Nanticoke;PA;Pennsylvania;Luzerne;41,2005;-76,0003
Le Mars;IA;Iowa;Plymouth;42,781;-96,1733
Bonham;TX;Texas;Fannin;33,588;-96,1901
Sleepy Hollow;NY;New York;Westchester;41,0936;-73,8722
Lake Morton-Berrydale;WA;Washington;King;47,3325;-122,1032
Ironton;OH;Ohio;Lawrence;38,5323;-82,6779
North Lakes;AK;Alaska;Matanuska-Susitna;61,6191;-149,311
Pingree Grove;IL;Illinois;Kane;42,0855;-88,4358
Vienna;WV;West Virginia;Wood;39,324;-81,5383
Fairview;TX;Texas;Collin;33,1399;-96,6117
Monroe;WI;Wisconsin;Green;42,603;-89,6381
Bellefontaine Neighbors;MO;Missouri;St. Louis;38,7529;-90,228
Palatka;FL;Florida;Putnam;29,6493;-81,6705
Maryville;MO;Missouri;Nodaway;40,3428;-94,8702
Smithville;MO;Missouri;Clay;39,3919;-94,5747
Bellmead;TX;Texas;McLennan;31,6026;-97,0897
Little Canada;MN;Minnesota;Ramsey;45,0244;-93,0863
Heath;OH;Ohio;Licking;40,0241;-82,4413
Linthicum;MD;Maryland;Anne Arundel;39,2088;-76,6626
Scotchtown;NY;New York;Orange;41,4765;-74,3668
Bluffton;IN;Indiana;Wells;40,7424;-85,173
Bogalusa;LA;Louisiana;Washington;30,7812;-89,8633
Galena Park;TX;Texas;Harris;29,7452;-95,2333
Delhi;CA;California;Merced;37,4306;-120,7759
New Albany;OH;Ohio;Franklin;40,0809;-82,7848
Fairmount;CO;Colorado;Jefferson;39,7931;-105,1711
Raceland;LA;Louisiana;Lafourche;29,7282;-90,6362
Malibu;CA;California;Los Angeles;34,037;-118,7839
Riverdale;IL;Illinois;Cook;41,6441;-87,6366
Beverly Hills;MI;Michigan;Oakland;42,522;-83,2423
Plymouth;IN;Indiana;Marshall;41,3483;-86,3187
Excelsior Springs;MO;Missouri;Clay;39,339;-94,24
Forest Acres;SC;South Carolina;Richland;34,0323;-80,9716
Reading;OH;Ohio;Hamilton;39,2242;-84,4333
Milton;FL;Florida;Santa Rosa;30,6286;-87,0522
Cheat Lake;WV;West Virginia;Monongalia;39,667;-79,8564
Sweetwater;TX;Texas;Nolan;32,4692;-100,4092
Bastrop;TX;Texas;Bastrop;30,1113;-97,3176
River Grove;IL;Illinois;Cook;41,9243;-87,8379
White Marsh;MD;Maryland;Baltimore;39,3819;-76,4574
Fort Meade;MD;Maryland;Anne Arundel;39,1061;-76,7437
Marlton;NJ;New Jersey;Burlington;39,9014;-74,9294
Española;NM;New Mexico;Rio Arriba;36,0044;-106,0686
La Plata;MD;Maryland;Charles;38,5352;-76,97
Rifle;CO;Colorado;Garfield;39,5362;-107,7729
Chestnut Ridge;NY;New York;Rockland;41,0829;-74,0551
Lighthouse Point;FL;Florida;Broward;26,2785;-80,0891
Somers Point;NJ;New Jersey;Atlantic;39,3167;-74,6066
Little River;SC;South Carolina;Horry;33,8786;-78,6393
Vermilion;OH;Ohio;Lorain;41,4103;-82,3214
Rockport;TX;Texas;Aransas;28,029;-97,0722
Garrison;MD;Maryland;Baltimore;39,4023;-76,7514
Waverly;IA;Iowa;Bremer;42,725;-92,4708
Silverton;OR;Oregon;Marion;45,003;-122,7808
Golden Hills;CA;California;Kern;35,1409;-118,4968
Scaggsville;MD;Maryland;Howard;39,1416;-76,8843
Lowell;AR;Arkansas;Benton;36,2561;-94,1532
Warr Acres;OK;Oklahoma;Oklahoma;35,5285;-97,6182
Crestline;CA;California;San Bernardino;34,2486;-117,2887
Alexandria;KY;Kentucky;Campbell;38,9621;-84,3859
Pine Castle;FL;Florida;Orange;28,4651;-81,3741
Camden;AR;Arkansas;Ouachita;33,5672;-92,8467
Gunbarrel;CO;Colorado;Boulder;40,0632;-105,1713
Vashon;WA;Washington;King;47,4122;-122,4726
Hobart;WI;Wisconsin;Brown;44,4967;-88,1602
Flat Rock;MI;Michigan;Wayne;42,0991;-83,2716
Garden Acres;CA;California;San Joaquin;37,9637;-121,2296
Edwards;CO;Colorado;Eagle;39,6215;-106,6184
Waynesville;NC;North Carolina;Haywood;35,4854;-82,9996
Lake Hiawatha;NJ;New Jersey;Morris;40,8816;-74,3826
Valley;AL;Alabama;Chambers;32,8088;-85,181
Cadillac;MI;Michigan;Wexford;44,2493;-85,4164
Blackhawk;CA;California;Contra Costa;37,8159;-121,9071
London;OH;Ohio;Madison;39,8935;-83,4375
Madison Heights;VA;Virginia;Amherst;37,4487;-79,1057
Scottdale;GA;Georgia;DeKalb;33,795;-84,2634
Newport;OR;Oregon;Lincoln;44,6242;-124,0513
Fair Oaks;GA;Georgia;Cobb;33,9193;-84,5445
Lyons;IL;Illinois;Cook;41,8119;-87,8191
East Setauket;NY;New York;Suffolk;40,921;-73,0942
Flowood;MS;Mississippi;Rankin;32,3359;-90,0802
Lake Hopatcong;NJ;New Jersey;Morris;40,9599;-74,6094
Versailles;KY;Kentucky;Woodford;38,0486;-84,7258
Wabash;IN;Indiana;Wabash;40,8034;-85,8301
Progress Village;FL;Florida;Hillsborough;27,8831;-82,3593
Spanish Fort;AL;Alabama;Baldwin;30,7254;-87,8597
East Bakersfield;CA;California;Kern;35,3832;-118,9743
Garden City;GA;Georgia;Chatham;32,0867;-81,1773
Portage;WI;Wisconsin;Columbia;43,5489;-89,4658
Northampton;PA;Pennsylvania;Northampton;40,6866;-75,4904
Galion;OH;Ohio;Crawford;40,7385;-82,7792
Fairmont;MN;Minnesota;Martin;43,6441;-94,4621
Tipp City;OH;Ohio;Miami;39,9644;-84,1866
Farmersville;CA;California;Tulare;36,305;-119,2083
New Richmond;WI;Wisconsin;St. Croix;45,125;-92,5377
Shasta Lake;CA;California;Shasta;40,679;-122,3775
Fort Oglethorpe;GA;Georgia;Catoosa;34,9318;-85,246
Loudoun Valley Estates;VA;Virginia;Loudoun;38,977;-77,5053
Arkadelphia;AR;Arkansas;Clark;34,1253;-93,0729
Manhattan;IL;Illinois;Will;41,4274;-87,9805
Wood River;IL;Illinois;Madison;38,8631;-90,0774
Paris;TN;Tennessee;Henry;36,2933;-88,3065
Francisville;KY;Kentucky;Boone;39,1068;-84,7277
Rotonda;FL;Florida;Charlotte;26,8844;-82,2791
Comstock Park;MI;Michigan;Kent;43,0438;-85,6778
Valley Center;CA;California;San Diego;33,233;-117,0158
Berwick;PA;Pennsylvania;Columbia;41,0555;-76,2492
Port Townsend;WA;Washington;Jefferson;48,122;-122,7877
Clay;AL;Alabama;Jefferson;33,6951;-86,609
Flowery Branch;GA;Georgia;Hall;34,1712;-83,9142
Watervliet;NY;New York;Albany;42,7243;-73,7068
East Franklin;NJ;New Jersey;Somerset;40,4933;-74,471
Exeter;CA;California;Tulare;36,2941;-119,1459
Woodlyn;PA;Pennsylvania;Delaware;39,8774;-75,3445
Loudonville;NY;New York;Albany;42,7068;-73,7665
Alpine;UT;Utah;Utah;40,4629;-111,7724
Yazoo City;MS;Mississippi;Yazoo;32,8619;-90,4075
Highland;IL;Illinois;Madison;38,7602;-89,6812
Meridianville;AL;Alabama;Madison;34,8729;-86,5722
Carroll;IA;Iowa;Carroll;42,0699;-94,8646
Elkhorn;WI;Wisconsin;Walworth;42,6713;-88,5377
Vernal;UT;Utah;Uintah;40,4517;-109,5378
Franklin;KY;Kentucky;Simpson;36,7177;-86,5595
Raymondville;TX;Texas;Willacy;26,4759;-97,7769
Waimea;HI;Hawaii;Hawaii;20,0124;-155,6381
Oneida;NY;New York;Madison;43,0769;-75,6622
Atoka;TN;Tennessee;Tipton;35,4239;-89,7861
Kennett;MO;Missouri;Dunklin;36,2403;-90,0481
North Bend;OR;Oregon;Coos;43,4075;-124,2364
Marlton;MD;Maryland;Prince George's;38,762;-76,7857
Robstown;TX;Texas;Nueces;27,794;-97,6692
Fort Madison;IA;Iowa;Lee;40,6207;-91,3509
Blackwells Mills;NJ;New Jersey;Somerset;40,4773;-74,5976
Heath;TX;Texas;Rockwall;32,8439;-96,4674
Columbia;PA;Pennsylvania;Lancaster;40,0347;-76,4944
Safford;AZ;Arizona;Graham;32,8335;-109,6964
Independent Hill;VA;Virginia;Prince William;38,6404;-77,4089
Sellersburg;IN;Indiana;Clark;38,4028;-85,7706
Rainbow City;AL;Alabama;Etowah;33,9336;-86,0922
Cedartown;GA;Georgia;Polk;34,0223;-85,2479
New Hyde Park;NY;New York;Nassau;40,7323;-73,6858
Hillcrest;CA;California;Kern;35,379;-118,9578
Fort Salonga;NY;New York;Suffolk;40,9068;-73,2996
Difficult Run;VA;Virginia;Fairfax;38,9016;-77,3471
Rolesville;NC;North Carolina;Wake;35,9223;-78,4656
Hermantown;MN;Minnesota;St. Louis;46,8057;-92,2407
La Grange;KY;Kentucky;Oldham;38,3987;-85,375
Alpena;MI;Michigan;Alpena;45,074;-83,4402
Baker City;OR;Oregon;Baker;44,7749;-117,832
Snohomish;WA;Washington;Snohomish;47,9276;-122,0969
Cross Lanes;WV;West Virginia;Kanawha;38,4351;-81,7707
Glenwood Springs;CO;Colorado;Garfield;39,5455;-107,3347
Alderwood Manor;WA;Washington;Snohomish;47,8146;-122,2672
Molalla;OR;Oregon;Clackamas;45,1502;-122,5845
Bargersville;IN;Indiana;Johnson;39,5412;-86,2004
Astoria;OR;Oregon;Clatsop;46,1856;-123,8053
Coweta;OK;Oklahoma;Wagoner;35,9683;-95,6545
East Rutherford;NJ;New Jersey;Bergen;40,8179;-74,0854
Warrenton;VA;Virginia;Fauquier;38,7176;-77,7976
Roslyn;PA;Pennsylvania;Montgomery;40,1311;-75,1374
South Huntington;NY;New York;Suffolk;40,8225;-73,3921
Hackettstown;NJ;New Jersey;Warren;40,854;-74,8257
San Diego Country Estates;CA;California;San Diego;33,0094;-116,7874
Clinton;TN;Tennessee;Anderson;36,0981;-84,1283
Trumbull Center;CT;Connecticut;Greater Bridgeport;41,2415;-73,1836
Rathdrum;ID;Idaho;Kootenai;47,7948;-116,8944
San Elizario;TX;Texas;El Paso;31,5793;-106,2632
Cody;WY;Wyoming;Park;44,5213;-109,0548
Paris;KY;Kentucky;Bourbon;38,2016;-84,2718
Cordele;GA;Georgia;Crisp;31,9563;-83,7694
Budd Lake;NJ;New Jersey;Morris;40,8733;-74,7375
Pike Road;AL;Alabama;Montgomery;32,2939;-86,09
Middleton;ID;Idaho;Canyon;43,7113;-116,6157
Corte Madera;CA;California;Marin;37,9238;-122,5128
Spring Valley Lake;CA;California;San Bernardino;34,4987;-117,2683
Bardmoor;FL;Florida;Pinellas;27,8574;-82,7534
Wood-Ridge;NJ;New Jersey;Bergen;40,8508;-74,0878
Kendallville;IN;Indiana;Noble;41,4441;-85,2578
Waldwick;NJ;New Jersey;Bergen;41,0133;-74,1259
Independence;OR;Oregon;Polk;44,8547;-123,1952
Murrells Inlet;SC;South Carolina;Georgetown;33,556;-79,0594
Hillsdale;NJ;New Jersey;Bergen;41,0074;-74,044
Airmont;NY;New York;Rockland;41,0992;-74,0989
Howell;MI;Michigan;Livingston;42,6078;-83,9339
Cairo;GA;Georgia;Grady;30,879;-84,205
East Rockaway;NY;New York;Nassau;40,6432;-73,6672
Burtonsville;MD;Maryland;Montgomery;39,1166;-76,9356
East Whittier;CA;California;Los Angeles;33,9244;-117,9887
Reedsburg;WI;Wisconsin;Sauk;43,5348;-89,9965
Cambridge;OH;Ohio;Guernsey;40,0221;-81,5869
Woodburn;VA;Virginia;Fairfax;38,8503;-77,2322
Brookdale;NJ;New Jersey;Essex;40,8348;-74,1798
Maywood;NJ;New Jersey;Bergen;40,9025;-74,0634
White Horse;NJ;New Jersey;Mercer;40,1919;-74,7023
Fairview;CA;California;Alameda;37,6758;-122,0473
Hyrum;UT;Utah;Cache;41,6325;-111,8445
